tab 	measurements
analysts	aniso_s	aniso_type	citations	contribution_id	derived_value	description	dir_csd	dir_dec	dir_inc	display_order	experiment	external_database_ids	files	hyst_charging_mode	hyst_loop	hyst_sweep_rate	instrument_codes	inversion_height	inversion_residuals	magn_b_111	magn_b_111_sigma	magn_b_x	magn_b_x_sigma	magn_b_xyz_sigma	magn_b_y	magn_b_y_sigma	magn_b_z	magn_b_z_sigma	magn_induction	magn_mass	magn_moment	magn_r2_det	magn_uncal	magn_volume	magn_x	magn_x_sigma	magn_xyz_sigma	magn_y	magn_y_sigma	magn_z	magn_z_sigma	meas_duration	meas_field_ac	meas_field_ac_phi	meas_field_ac_theta	meas_field_dc	meas_field_dc_phi	meas_field_dc_theta	meas_freq	meas_n_orient	meas_orient_phi	meas_orient_theta	meas_pos_x	meas_pos_y	meas_pos_z	meas_temp	meas_temp_change	measurement	method_codes	quality	result_type	row_id	sequence	software_packages	specimen	standard	susc_chi_mass	susc_chi_qdr_mass	susc_chi_qdr_volume	susc_chi_volume	timestamp	treat_ac_field	treat_ac_field_dc_off	treat_ac_field_dc_on	treat_ac_field_decay_rate	treat_dc_field	treat_dc_field_ac_off	treat_dc_field_ac_on	treat_dc_field_decay_rate	treat_dc_field_phi	treat_dc_field_theta	treat_mw_integral	treat_mw_power	treat_mw_step	treat_mw_time	treat_step_num	treat_temp	treat_temp_dc_off	treat_temp_dc_on	treat_temp_decay_rate
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													9.200e-2																1.600e-1										300		IRM-VSM3-LP-HYS-239371-169	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													9.107e-2																1.550e-1										300		IRM-VSM3-LP-HYS-239371-170	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													8.944e-2																1.500e-1										300		IRM-VSM3-LP-HYS-239371-171	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													8.780e-2																1.450e-1										300		IRM-VSM3-LP-HYS-239371-172	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													8.581e-2																1.400e-1										300		IRM-VSM3-LP-HYS-239371-173	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													8.449e-2																1.350e-1										300		IRM-VSM3-LP-HYS-239371-174	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													8.209e-2																1.300e-1										300		IRM-VSM3-LP-HYS-239371-175	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													8.024e-2																1.250e-1										300		IRM-VSM3-LP-HYS-239371-176	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													7.823e-2																1.200e-1										300		IRM-VSM3-LP-HYS-239371-177	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													7.609e-2																1.150e-1										300		IRM-VSM3-LP-HYS-239371-178	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													7.302e-2																1.100e-1										300		IRM-VSM3-LP-HYS-239371-179	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													6.998e-2																1.050e-1										300		IRM-VSM3-LP-HYS-239371-180	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													6.876e-2																1.000e-1										300		IRM-VSM3-LP-HYS-239371-181	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													6.583e-2																9.499e-2										300		IRM-VSM3-LP-HYS-239371-182	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													6.328e-2																8.998e-2										300		IRM-VSM3-LP-HYS-239371-183	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													6.105e-2																8.498e-2										300		IRM-VSM3-LP-HYS-239371-184	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													5.840e-2																7.999e-2										300		IRM-VSM3-LP-HYS-239371-185	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													5.545e-2																7.499e-2										300		IRM-VSM3-LP-HYS-239371-186	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													5.252e-2																7.000e-2										300		IRM-VSM3-LP-HYS-239371-187	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													4.933e-2																6.500e-2										300		IRM-VSM3-LP-HYS-239371-188	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													4.633e-2																6.000e-2										300		IRM-VSM3-LP-HYS-239371-189	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													4.321e-2																5.501e-2										300		IRM-VSM3-LP-HYS-239371-190	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													4.010e-2																5.000e-2										300		IRM-VSM3-LP-HYS-239371-191	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													3.726e-2																4.500e-2										300		IRM-VSM3-LP-HYS-239371-192	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													3.313e-2																4.001e-2										300		IRM-VSM3-LP-HYS-239371-193	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													2.912e-2																3.501e-2										300		IRM-VSM3-LP-HYS-239371-194	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													2.523e-2																3.001e-2										300		IRM-VSM3-LP-HYS-239371-195	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													2.279e-2																2.501e-2										300		IRM-VSM3-LP-HYS-239371-196	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													1.857e-2																2.000e-2										300		IRM-VSM3-LP-HYS-239371-197	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													1.459e-2																1.500e-2										300		IRM-VSM3-LP-HYS-239371-198	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													1.106e-2																1.002e-2										300		IRM-VSM3-LP-HYS-239371-199	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													6.853e-3																5.015e-3										300		IRM-VSM3-LP-HYS-239371-200	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													2.446e-3																-2.238e-5										300		IRM-VSM3-LP-HYS-239371-201	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.529e-3																-5.014e-3										300		IRM-VSM3-LP-HYS-239371-202	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-6.024e-3																-1.000e-2										300		IRM-VSM3-LP-HYS-239371-203	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.009e-2																-1.500e-2										300		IRM-VSM3-LP-HYS-239371-204	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.489e-2																-2.001e-2										300		IRM-VSM3-LP-HYS-239371-205	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.872e-2																-2.500e-2										300		IRM-VSM3-LP-HYS-239371-206	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-2.303e-2																-3.002e-2										300		IRM-VSM3-LP-HYS-239371-207	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-2.635e-2																-3.502e-2										300		IRM-VSM3-LP-HYS-239371-208	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-2.988e-2																-4.001e-2										300		IRM-VSM3-LP-HYS-239371-209	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-3.340e-2																-4.502e-2										300		IRM-VSM3-LP-HYS-239371-210	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-3.689e-2																-5.002e-2										300		IRM-VSM3-LP-HYS-239371-211	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-4.057e-2																-5.500e-2										300		IRM-VSM3-LP-HYS-239371-212	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-4.394e-2																-6.002e-2										300		IRM-VSM3-LP-HYS-239371-213	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-4.711e-2																-6.501e-2										300		IRM-VSM3-LP-HYS-239371-214	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-5.029e-2																-6.999e-2										300		IRM-VSM3-LP-HYS-239371-215	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-5.274e-2																-7.499e-2										300		IRM-VSM3-LP-HYS-239371-216	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-5.574e-2																-8.001e-2										300		IRM-VSM3-LP-HYS-239371-217	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-5.871e-2																-8.500e-2										300		IRM-VSM3-LP-HYS-239371-218	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-6.131e-2																-8.999e-2										300		IRM-VSM3-LP-HYS-239371-219	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-6.413e-2																-9.499e-2										300		IRM-VSM3-LP-HYS-239371-220	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-6.669e-2																-1.000e-1										300		IRM-VSM3-LP-HYS-239371-221	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-6.868e-2																-1.050e-1										300		IRM-VSM3-LP-HYS-239371-222	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-7.179e-2																-1.100e-1										300		IRM-VSM3-LP-HYS-239371-223	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-7.380e-2																-1.150e-1										300		IRM-VSM3-LP-HYS-239371-224	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-7.600e-2																-1.200e-1										300		IRM-VSM3-LP-HYS-239371-225	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-7.774e-2																-1.250e-1										300		IRM-VSM3-LP-HYS-239371-226	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-8.068e-2																-1.300e-1										300		IRM-VSM3-LP-HYS-239371-227	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-8.210e-2																-1.350e-1										300		IRM-VSM3-LP-HYS-239371-228	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-8.412e-2																-1.400e-1										300		IRM-VSM3-LP-HYS-239371-229	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-8.551e-2																-1.450e-1										300		IRM-VSM3-LP-HYS-239371-230	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-8.740e-2																-1.500e-1										300		IRM-VSM3-LP-HYS-239371-231	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-8.907e-2																-1.550e-1										300		IRM-VSM3-LP-HYS-239371-232	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-9.055e-2																-1.600e-1										300		IRM-VSM3-LP-HYS-239371-233	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-9.224e-2																-1.650e-1										300		IRM-VSM3-LP-HYS-239371-234	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-9.335e-2																-1.700e-1										300		IRM-VSM3-LP-HYS-239371-235	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-9.444e-2																-1.750e-1										300		IRM-VSM3-LP-HYS-239371-236	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-9.578e-2																-1.800e-1										300		IRM-VSM3-LP-HYS-239371-237	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-9.738e-2																-1.850e-1										300		IRM-VSM3-LP-HYS-239371-238	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-9.812e-2																-1.900e-1										300		IRM-VSM3-LP-HYS-239371-239	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-9.947e-2																-1.950e-1										300		IRM-VSM3-LP-HYS-239371-240	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.007e-1																-2.000e-1										300		IRM-VSM3-LP-HYS-239371-241	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.010e-1																-2.050e-1										300		IRM-VSM3-LP-HYS-239371-242	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.025e-1																-2.100e-1										300		IRM-VSM3-LP-HYS-239371-243	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.033e-1																-2.150e-1										300		IRM-VSM3-LP-HYS-239371-244	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.042e-1																-2.200e-1										300		IRM-VSM3-LP-HYS-239371-245	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.048e-1																-2.250e-1										300		IRM-VSM3-LP-HYS-239371-246	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.054e-1																-2.300e-1										300		IRM-VSM3-LP-HYS-239371-247	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.063e-1																-2.350e-1										300		IRM-VSM3-LP-HYS-239371-248	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.069e-1																-2.400e-1										300		IRM-VSM3-LP-HYS-239371-249	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.075e-1																-2.450e-1										300		IRM-VSM3-LP-HYS-239371-250	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.084e-1																-2.500e-1										300		IRM-VSM3-LP-HYS-239371-251	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.091e-1																-2.550e-1										300		IRM-VSM3-LP-HYS-239371-252	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.095e-1																-2.600e-1										300		IRM-VSM3-LP-HYS-239371-253	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.102e-1																-2.650e-1										300		IRM-VSM3-LP-HYS-239371-254	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.108e-1																-2.700e-1										300		IRM-VSM3-LP-HYS-239371-255	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.106e-1																-2.750e-1										300		IRM-VSM3-LP-HYS-239371-256	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.116e-1																-2.800e-1										300		IRM-VSM3-LP-HYS-239371-257	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.123e-1																-2.850e-1										300		IRM-VSM3-LP-HYS-239371-258	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.125e-1																-2.900e-1										300		IRM-VSM3-LP-HYS-239371-259	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.126e-1																-2.950e-1										300		IRM-VSM3-LP-HYS-239371-260	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.133e-1																-3.000e-1										300		IRM-VSM3-LP-HYS-239371-261	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.138e-1																-3.050e-1										300		IRM-VSM3-LP-HYS-239371-262	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.146e-1																-3.100e-1										300		IRM-VSM3-LP-HYS-239371-263	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.149e-1																-3.147e-1										300		IRM-VSM3-LP-HYS-239371-264	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.153e-1																-3.200e-1										300		IRM-VSM3-LP-HYS-239371-265	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.153e-1																-3.250e-1										300		IRM-VSM3-LP-HYS-239371-266	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.160e-1																-3.300e-1										300		IRM-VSM3-LP-HYS-239371-267	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.166e-1																-3.350e-1										300		IRM-VSM3-LP-HYS-239371-268	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.167e-1																-3.400e-1										300		IRM-VSM3-LP-HYS-239371-269	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.171e-1																-3.450e-1										300		IRM-VSM3-LP-HYS-239371-270	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.174e-1																-3.500e-1										300		IRM-VSM3-LP-HYS-239371-271	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.182e-1																-3.550e-1										300		IRM-VSM3-LP-HYS-239371-272	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.181e-1																-3.600e-1										300		IRM-VSM3-LP-HYS-239371-273	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.183e-1																-3.649e-1										300		IRM-VSM3-LP-HYS-239371-274	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.185e-1																-3.699e-1										300		IRM-VSM3-LP-HYS-239371-275	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.191e-1																-3.750e-1										300		IRM-VSM3-LP-HYS-239371-276	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.194e-1																-3.800e-1										300		IRM-VSM3-LP-HYS-239371-277	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.200e-1																-3.849e-1										300		IRM-VSM3-LP-HYS-239371-278	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.202e-1																-3.899e-1										300		IRM-VSM3-LP-HYS-239371-279	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.203e-1																-3.949e-1										300		IRM-VSM3-LP-HYS-239371-280	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.204e-1																-3.999e-1										300		IRM-VSM3-LP-HYS-239371-281	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.208e-1																-4.049e-1										300		IRM-VSM3-LP-HYS-239371-282	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.213e-1																-4.100e-1										300		IRM-VSM3-LP-HYS-239371-283	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.217e-1																-4.150e-1										300		IRM-VSM3-LP-HYS-239371-284	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.220e-1																-4.200e-1										300		IRM-VSM3-LP-HYS-239371-285	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.223e-1																-4.250e-1										300		IRM-VSM3-LP-HYS-239371-286	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.226e-1																-4.300e-1										300		IRM-VSM3-LP-HYS-239371-287	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.227e-1																-4.350e-1										300		IRM-VSM3-LP-HYS-239371-288	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.231e-1																-4.400e-1										300		IRM-VSM3-LP-HYS-239371-289	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.232e-1																-4.450e-1										300		IRM-VSM3-LP-HYS-239371-290	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
											IRM-VSM3-LP-HYS-239371						IRM-VSM3													-1.237e-1																-4.500e-1										300		IRM-VSM3-LP-HYS-239371-291	LP-HYS	g					MA1-5-r gelcap	u					2024:06:06:15:38:00.00																			
