>>>>>>>>>>
tab	specimens
contribution_id	row_id	specimen	sample	experiments	volume	weight	igsn	igsn_parent	synthetic_alternatives	result_quality	method_codes	citations	meas_temp	meas_orient_theta	meas_orient_phi	azimuth	dip	critical_temp_type	critical_temp_mineral	critical_temp	critical_temp_low	critical_temp_high	hyst_loop	hyst_ms_mass	hyst_mr_mass	hyst_bcr	hyst_bc	hyst_xhf	mineral_type	description	hyst_bc_offset	instrument_codes	rem_hirm_mass	rem_sratio	rem_sratio_forward	rem_sratio_back
		A73-7-1350-4B-01a	A73-7-1350-4		0	6.676E-5				g																				Body sherds (2) - Plain						
>>>>>>>>>>
tab	samples
sample	site	azimuth	dip	lat	lon	height	description	contribution_id
A73-7-1350-4	Level 5		90				non-diagnostic - Thin is likely Late Precontact; Thicker sherd likely Middle Woodland (or large vessel)	This study
>>>>>>>>>>
tab	sites
site	location	lat	lon	elevation	description	contribution_id
Level 5	Feature 18		0		87-92 cm	This study
>>>>>>>>>>
tab	locations
location	lat_s	lon_w	lat_n	lon_e	description	contribution_id
Feature 18						This study
>>>>>>>>>>
tab	measurements
contribution_id	row_id	measurement	experiment	specimen	sequence	standard	quality	method_codes	instrument_codes	display_order	result_type	citations	treat_temp	treat_temp_decay_rate	treat_temp_dc_on	treat_temp_dc_off	treat_ac_field	treat_ac_field_decay_rate	treat_ac_field_dc_on	treat_ac_field_dc_off	treat_dc_field	treat_dc_field_decay_rate	treat_dc_field_ac_on	treat_dc_field_ac_off	treat_dc_field_theta	treat_dc_field_phi	treat_mw_power	treat_mw_time	treat_mw_integral	treat_mw_step	treat_step_num	meas_pos_x	meas_pos_y	meas_pos_z	meas_orient_theta	meas_orient_phi	meas_n_orient	meas_temp	meas_temp_change	meas_freq	meas_duration	meas_field_ac	meas_field_ac_theta	meas_field_ac_phi	meas_field_dc	meas_field_dc_theta	meas_field_dc_phi	inversion_height	inversion_residuals	magn_moment	magn_x	magn_x_sigma	magn_y	magn_y_sigma	magn_z	magn_z_sigma	magn_xyz_sigma	magn_induction	magn_b_x	magn_b_x_sigma	magn_b_y	magn_b_y_sigma	magn_b_z	magn_b_z_sigma	magn_b_111	magn_b_111_sigma	magn_b_xyz_sigma	magn_r2_det	dir_dec	dir_inc	dir_csd	magn_volume	magn_mass	magn_uncal	aniso_type	aniso_s	hyst_loop	hyst_sweep_rate	hyst_charging_mode	susc_chi_volume	susc_chi_mass	susc_chi_qdr_volume	susc_chi_qdr_mass	description	timestamp	software_packages	files	external_database_ids	derived_value	analysts
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-9	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													259.972106933594							0.00253343811035156																							4.90792563577319E-8					0.00581180384051709												2093:06:23:06:49:27.815					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-10	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													254.976745605469							0.00253343811035156																							4.48090654041399E-8					0.00582513542565726												2093:06:23:06:49:58.259					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-11	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													249.984390258789							0.00253343811035156																							4.57815538661915E-8					0.00584740278344392												2093:06:23:06:50:26.806					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-12	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													244.895431518555							0.00253343811035156																							4.600337842501E-8					0.00585826457864011												2093:06:23:06:50:56.627					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-13	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													239.891647338867							0.00253343811035156																							5.05450567187944E-8					0.00587516712676135												2093:06:23:06:51:25.13					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-14	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													234.984329223633							0.00253343811035156																							4.20121203401953E-8					0.00588980336291081												2093:06:23:06:51:56.08					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-15	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													229.907287597656							0.00253343811035156																							5.65356664450293E-8					0.00590626209924696												2093:06:23:06:52:26.748					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-16	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													224.963134765625							0.00253343811035156																							4.82930709863367E-8					0.00592156078551775												2093:06:23:06:52:56.96					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-17	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													219.988204956055							0.00253343811035156																							5.1946768667493E-8					0.00593597351515345												2093:06:23:06:53:26.551					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-18	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													214.870635986328							0.00253343811035156																							5.03098577365577E-8					0.00595198421217428												2093:06:23:06:53:57.74					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-19	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													209.973541259766							0.00253343811035156																							5.71336743684679E-8					0.0059684482260228												2093:06:23:06:54:26.658					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-20	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													204.986282348633							0.00253343811035156																							5.61237989146235E-8					0.00597983257789131												2093:06:23:06:54:56.462					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-21	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													199.995712280273							0.00253343811035156																							5.05879524473036E-8					0.00599972823121445												2093:06:23:06:55:26.381					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-22	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													194.913864135742							0.00253343811035156																							4.1662020321226E-8					0.00602008321550268												2093:06:23:06:55:57.171					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-23	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													189.99299621582							0.00253343811035156																							4.12762595390936E-8					0.00602820703743616												2093:06:23:06:56:27.243					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-24	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													184.976226806641							0.00253343811035156																							3.61027574153443E-8					0.00604620077915407												2093:06:23:06:56:56.528					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-25	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													179.99723815918							0.00253343811035156																							3.90809688341274E-8					0.00605375355903538												2093:06:23:06:57:25.988					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-26	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													174.990295410156							0.00253343811035156																							3.72059944417042E-8					0.0060710603794482												2093:06:23:06:57:56.916					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-27	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													169.972045898438							0.00253343811035156																							4.1839401709582E-8					0.00607586001221771												2093:06:23:06:58:26.503					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-28	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													164.976455688477							0.00253343811035156																							4.04632394675177E-8					0.00608926349981598												2093:06:23:06:58:56.210					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-29	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													159.961181640625							0.00253343811035156																							4.72916886031668E-8					0.00609309259099166												2093:06:23:06:59:27.168					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-30	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													154.990478515625							0.00253343811035156																							4.8191781003095E-8					0.00610223970271722												2093:06:23:06:59:56.765					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-31	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													149.991851806641							0.00253343811035156																							3.51955297219929E-8					0.00610789547453884												2093:06:23:07:00:27.385					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-32	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													144.878509521484							0.00253343811035156																							4.54271555965244E-8					0.00610018888886445												2093:06:23:07:00:57.201					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-33	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													139.863708496094							0.00253343811035156																							3.06131797514594E-8					0.00609400362207964												2093:06:23:07:01:28.155					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-34	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													134.964599609375							0.00253343811035156																							4.41307071957151E-8					0.00606316312012468												2093:06:23:07:01:56.710					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-35	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													129.897964477539							0.00253343811035156																							5.11317059853823E-8					0.0060243049240544												2093:06:23:07:02:27.468					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-36	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													124.989868164062							0.00253343811035156																							6.00899024385905E-8					0.00595374062685445												2093:06:23:07:02:56.269					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-37	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													119.981536865234							0.00253343811035156																							4.17993784406272E-8					0.00589539225570984												2093:06:23:07:03:26.996					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-38	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													114.782814025879							0.00253343811035156																							5.71196729063382E-8					0.00588382755696038												2093:06:23:07:03:57.902					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-39	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													109.99779510498							0.00253343811035156																							6.274629107052E-8					0.00587989863123848												2093:06:23:07:04:26.263					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-40	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													104.864219665527							0.00253343811035156																							5.4616792516862E-8					0.0058912387689701												2093:06:23:07:04:57.202					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-41	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													99.9777603149414							0.00253343811035156																							6.55668679401785E-8					0.00589636497012554												2093:06:23:07:05:25.570					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-42	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													94.9695510864258							0.00253343811035156																							6.98634154981934E-8					0.00591680080731799												2093:06:23:07:05:57.118					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-43	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													89.9849395751953							0.00253343811035156																							7.10570753658663E-8					0.00593503486231363												2093:06:23:07:06:26.241					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-44	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													84.9743728637695							0.00253343811035156																							6.49162347008916E-8					0.00596057576676026												2093:06:23:07:06:56.890					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-45	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													79.9697952270508							0.00253343811035156																							7.05237998356474E-8					0.00597707882442633												2093:06:23:07:07:25.679					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-46	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													74.9492340087891							0.00253343811035156																							6.30315309755888E-8					0.0059933560497748												2093:06:23:07:07:55.45					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-47	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													69.9781265258789							0.00253343811035156																							5.50694142839276E-8					0.006012463353162												2093:06:23:07:08:24.697					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-48	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													64.9238891601562							0.00253343811035156																							6.19865622067132E-8					0.00602874850609449												2093:06:23:07:08:54.252					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-49	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													59.9976997375488							0.00253343811035156																							5.27858874526682E-8					0.00605080344759375												2093:06:23:07:09:23.616					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-50	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													54.9687080383301							0.00253343811035156																							6.72273019621996E-8					0.00606343089775628												2093:06:23:07:09:52.377					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-51	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													49.7779502868652							0.00253343811035156																							5.98631126249127E-8					0.00607283102694569												2093:06:23:07:10:22.578					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-52	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													44.991397857666							0.00253343811035156																							6.16268732521667E-8					0.00607220164598011												2093:06:23:07:10:50.439					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-53	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													39.9959297180176							0.00253343811035156																							5.29650352215811E-8					0.00607185905060858												2093:06:23:07:11:20.308					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-54	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													34.9554481506348							0.00253343811035156																							5.59826035341126E-8					0.00606585988008655												2093:06:23:07:11:49.739					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-55	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													29.987247467041							0.00253343811035156																							5.18642621428042E-8					0.00604936349085021												2093:06:23:07:12:18.874					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-56	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													24.8602161407471							0.00253343811035156																							6.57867378193639E-8					0.00602139487668307												2093:06:23:07:12:48.892					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-57	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													19.9631328582764							0.00253343811035156																							5.38357145207314E-8					0.00599362192357392												2093:06:23:07:13:17.478					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-58	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													14.9213304519653							0.00253343811035156																							4.90117977544837E-8					0.00596313321635833												2093:06:23:07:13:48.398					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109-2-59	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MC-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MC	IRM-MPMS3																													9.99866485595703							0.00253343811035156																							5.31581956797456E-8					0.00590528320009642												2093:06:23:07:16:31.361					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-0	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													9.99992942810059							0.00253343811035156																							6.52368452561881E-8					0.00590547393689912												2093:06:23:07:17:07.811					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-1	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													10.4274997711182							0.00253343811035156																							5.98982895719718E-8					0.00591078128768334												2093:06:23:07:17:13.173					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-2	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													15.0125188827515							0.00253343811035156																							6.0758917746038E-8					0.005943895704775												2093:06:23:07:17:43.819					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-3	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													20.0071449279785							0.00253343811035156																							5.77197305086067E-8					0.00597041654969627												2093:06:23:07:18:15.475					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-4	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													25.0532531738281							0.00253343811035156																							6.12146971942688E-8					0.00599732667184723												2093:06:23:07:18:47.931					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-5	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													30.1455364227295							0.00253343811035156																							6.60293190718553E-8					0.0060210883874578												2093:06:23:07:19:21.49					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-6	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													35.0068550109863							0.00253343811035156																							6.15151202452904E-8					0.00603526210445541												2093:06:23:07:19:52.86					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-7	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													40.1383857727051							0.00253343811035156																							5.99415273115586E-8					0.00603602173351348												2093:06:23:07:20:25.418					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-8	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													45.0457153320313							0.00253343811035156																							5.71370085903421E-8					0.00603739616420929												2093:06:23:07:20:56.520					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-9	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													50.0195808410645							0.00253343811035156																							5.60771913270703E-8					0.00603149156815341												2093:06:23:07:21:27.705					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-10	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													55.0060119628906							0.00253343811035156																							5.40185829326909E-8					0.00602226126450695												2093:06:23:07:21:59.920					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-11	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													60.0524597167969							0.00253343811035156																							4.85076726451359E-8					0.00600484523419798												2093:06:23:07:22:31.995					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-12	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													65.0124816894531							0.00253343811035156																							4.80301127521369E-8					0.0059865645343093												2093:06:23:07:23:03.60					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-13	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													70.0093231201172							0.00253343811035156																							5.79155818201323E-8					0.0059677813272027												2093:06:23:07:23:34.572					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-14	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													75.0286407470703							0.00253343811035156																							5.98597542901638E-8					0.0059391376645932												2093:06:23:07:24:06.143					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-15	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													80.0272445678711							0.00253343811035156																							5.64991759869616E-8					0.00591671462085809												2093:06:23:07:24:37.275					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-16	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													85.0004348754883							0.00253343811035156																							5.20136273324221E-8					0.00589042573934387												2093:06:23:07:25:08.162					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-17	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													90.0261688232422							0.00253343811035156																							6.08041444502874E-8					0.005867863249275												2093:06:23:07:25:38.559					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-18	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													95.0303421020508							0.00253343811035156																							5.66480476779779E-8					0.00584232567235981												2093:06:23:07:26:09.515					
		A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109-3-19	A73-7-1350-4B-01a-LP-CW-SIRM:LP-MW-DC-14109	A73-7-1350-4B-01a		u	g	LP-CW-SIRM:LP-MW	IRM-MPMS3																													100.03337097168							0.00253343811035156																							5.27764828432321E-8					0.00582099617035614												2093:06:23:07:26:39.548					
