tab	measurements
measurement	experiment	specimen	treat_dc_field	magn_mass	citations	instrument_codes	method_codes	quality	standard	timestamp
BRIC-31cIRM-VSM2-LP-BCR-BF-198073277	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.243	-0.006101	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073278	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.262	-0.006189	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073279	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.283	-0.006278	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073280	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.305	-0.006368	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073281	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.325	-0.006456	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073282	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.347	-0.006541	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073283	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.369	-0.006624	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073284	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.391	-0.006702	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073285	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.413	-0.00678	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073286	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.436	-0.006857	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073287	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.46	-0.006933	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073288	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.483	-0.007005	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073289	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.507	-0.007073	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073290	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.531	-0.007143	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073291	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.556	-0.00721	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073292	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.581	-0.007273	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073293	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.608	-0.007339	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073294	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.632	-0.007395	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073295	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.659	-0.007454	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073296	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.686	-0.007512	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073297	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.712	-0.007564	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073298	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.74	-0.007617	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073299	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.769	-0.007667	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073300	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.796	-0.007713	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-1980741	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-2.598e-06	0.00761	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-1980742	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.0002504	0.007581	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-1980743	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.0005157	0.007565	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-1980744	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.0007988	0.007552	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-1980745	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.0011	0.007544	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-1980746	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.00142	0.007533	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-1980747	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.001761	0.007526	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-1980748	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.002122	0.007518	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-1980749	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.002507	0.00751	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807410	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.002917	0.007504	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807411	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.003354	0.007496	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807412	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.003818	0.007487	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807413	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.004311	0.00748	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807414	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.004838	0.00747	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807415	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.005395	0.007462	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807416	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.00599	0.007453	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807417	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.006625	0.007443	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807418	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.007299	0.007432	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807419	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.008016	0.00742	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807420	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.008777	0.00741	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807421	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.009587	0.007399	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807422	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.01044	0.007384	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807423	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.01137	0.00737	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807424	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.01235	0.007356	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807425	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.01339	0.007341	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807426	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.01449	0.007324	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807427	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.01566	0.007304	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807428	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.01691	0.007289	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807429	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.01825	0.007265	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807430	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.01966	0.007242	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807431	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.02116	0.007217	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807432	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.02278	0.007191	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807433	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.02447	0.007162	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807434	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.02629	0.007132	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807435	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.02822	0.007098	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807436	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.03027	0.007056	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807437	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.03247	0.00703	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807438	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.03476	0.006993	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807439	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.03725	0.006952	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807440	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.03989	0.006908	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807441	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.04268	0.006862	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807442	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.04566	0.006815	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807443	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.04883	0.00677	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807444	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.0522	0.006719	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807445	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.05582	0.006667	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807446	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.05962	0.006615	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807447	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.06367	0.006561	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807448	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.06802	0.006505	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807449	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.07261	0.006449	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807450	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.07749	0.00639	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807451	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.08266	0.006331	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807452	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.08823	0.006268	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807453	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.09409	0.006205	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807454	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.1003	0.006117	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807455	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.1071	0.006064	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807456	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.1141	0.005991	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807457	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.1217	0.005913	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807458	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.1297	0.005834	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807459	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.1383	0.005746	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807460	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.1474	0.005654	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807461	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.1571	0.005553	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807462	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.1673	0.005447	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807463	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.1783	0.005329	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807464	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.1899	0.005202	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807465	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.2023	0.005065	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807466	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.2155	0.004915	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807467	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.2294	0.004751	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807468	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.2444	0.004572	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807469	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.2603	0.004373	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807470	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.2772	0.004158	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807471	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.295	0.003923	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807472	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.314	0.003687	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807473	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.3345	0.00341	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807474	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.356	0.003107	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807475	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.3794	0.002778	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807476	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.4038	0.002426	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807477	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.4297	0.002051	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807478	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.4575	0.001651	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807479	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.4868	0.001229	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807480	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.5181	0.0007857	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807481	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.5518	0.0003105	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807482	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.5874	-0.0001765	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807483	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.625	-0.0006735	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807484	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.665	-0.001181	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807485	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.708	-0.001699	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807486	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.7534	-0.002219	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807487	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.8017	-0.002734	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807488	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.8534	-0.003246	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807489	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.9081	-0.00374	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807490	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-0.9661	-0.004216	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807491	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-1.028	-0.004754	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807492	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-1.094	-0.005189	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807493	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-1.164	-0.005597	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807494	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-1.239	-0.005973	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807495	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-1.318	-0.00632	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807496	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-1.403	-0.00664	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
