>>>>>>>>>>
tab	specimens
contribution_id	row_id	specimen	sample	experiments	volume	weight	igsn	igsn_parent	synthetic_alternatives	result_quality	method_codes	citations	meas_temp	meas_orient_theta	meas_orient_phi	azimuth	dip	critical_temp_type	critical_temp_mineral	critical_temp	critical_temp_low	critical_temp_high	hyst_loop	hyst_ms_mass	hyst_mr_mass	hyst_bcr	hyst_bc	hyst_xhf	mineral_type	description	hyst_bc_offset	instrument_codes	rem_hirm_mass	rem_sratio	rem_sratio_forward	rem_sratio_back
		AX1-1r	AX1-1		0	0.0001735				g																				rock chip						
		AX1-1r	AX1-1	IRM-VSM2-LP-HYS-216261		1.735e-4					LP-HYS:SM-REG-LIN:SM-SLOPE:LP-HYS-M		300.00	.00	.00									1.034e-1	1.464e-2		1.036e-2	2.345e-8			-8.155e-4	IRM-VSM2				
		AX1-1r	AX1-1	IRM-VSM2-LP-HYS-216262		1.735e-4					LP-HYS:SM-REG-LIN:SM-SLOPE:LP-HYS-M		300.00	.00	.00									1.017e-1	1.452e-2		9.878e-3	2.688e-8			-5.345e-4	IRM-VSM2				
		AX1-1r	AX1-1	IRM-VSM3-LP-HYS-216264		1.735e-4					LP-HYS:SM-REG-LIN:SM-SLOPE:LP-HYS-M		300.00	.00	.00									1.059e-1	1.634e-2		1.041e-2	2.787e-8			-2.033e-4	IRM-VSM3				
		AX1-1r	AX1-1	IRM-VSM3-LP-BCR-BF-216265		1.735e-4					LP-BCR-BF		300.00	.000	.000										1.598e-2	2.12E-2						IRM-VSM3	4.885e-5	.935	1.000	0.100
>>>>>>>>>>
tab	samples
sample	site	azimuth	dip	lat	lon	height	description	contribution_id
AX1-1	AX1		90	47.2004	-91.3793		pmag core	This study
>>>>>>>>>>
tab	sites
site	location	lat	lon	elevation	description	contribution_id
AX1	Split_Rock	47.2004	-91.3793		anorthosite xenolith	This study
>>>>>>>>>>
tab	locations
location	lat_s	lon_w	lat_n	lon_e	description	contribution_id
Split_Rock	47.2004	-91.3793	47.2004	-91.3793	roadcut in Split Rock State Park	This study
>>>>>>>>>>
tab	measurements
contribution_id	row_id	measurement	experiment	specimen	sequence	standard	quality	method_codes	instrument_codes	display_order	result_type	citations	treat_temp	treat_temp_decay_rate	treat_temp_dc_on	treat_temp_dc_off	treat_ac_field	treat_ac_field_decay_rate	treat_ac_field_dc_on	treat_ac_field_dc_off	treat_dc_field	treat_dc_field_decay_rate	treat_dc_field_ac_on	treat_dc_field_ac_off	treat_dc_field_theta	treat_dc_field_phi	treat_mw_power	treat_mw_time	treat_mw_integral	treat_mw_step	treat_step_num	meas_pos_x	meas_pos_y	meas_pos_z	meas_orient_theta	meas_orient_phi	meas_n_orient	meas_temp	meas_temp_change	meas_freq	meas_duration	meas_field_ac	meas_field_ac_theta	meas_field_ac_phi	meas_field_dc	meas_field_dc_theta	meas_field_dc_phi	inversion_height	inversion_residuals	magn_moment	magn_x	magn_x_sigma	magn_y	magn_y_sigma	magn_z	magn_z_sigma	magn_xyz_sigma	magn_induction	magn_b_x	magn_b_x_sigma	magn_b_y	magn_b_y_sigma	magn_b_z	magn_b_z_sigma	magn_b_111	magn_b_111_sigma	magn_b_xyz_sigma	magn_r2_det	dir_dec	dir_inc	dir_csd	magn_volume	magn_mass	magn_uncal	aniso_type	aniso_s	hyst_loop	hyst_sweep_rate	hyst_charging_mode	susc_chi_volume	susc_chi_mass	susc_chi_qdr_volume	susc_chi_qdr_mass	description	timestamp	software_packages	files	external_database_ids	derived_value	analysts
		IRM-VSM2-LP-HYS-216261-312	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-1.472e-1																												-8.647e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-313	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-1.523e-1																												-8.754e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-314	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-1.572e-1																												-8.841e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-315	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-1.623e-1																												-8.877e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-316	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-1.673e-1																												-8.929e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-317	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-1.723e-1																												-9.047e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-318	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-1.772e-1																												-9.085e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-319	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-1.822e-1																												-9.181e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-320	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-1.872e-1																												-9.270e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-321	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-1.921e-1																												-9.321e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-322	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-1.972e-1																												-9.411e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-323	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.022e-1																												-9.476e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-324	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.072e-1																												-9.513e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-325	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.122e-1																												-9.565e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-326	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.173e-1																												-9.601e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-327	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.222e-1																												-9.662e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-328	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.273e-1																												-9.718e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-329	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.323e-1																												-9.748e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-330	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.373e-1																												-9.831e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-331	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.423e-1																												-9.859e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-332	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.474e-1																												-9.929e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-333	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.523e-1																												-9.934e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-334	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.572e-1																												-9.942e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-335	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.622e-1																												-9.989e-2												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-336	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.672e-1																												-1.003e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-337	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.721e-1																												-1.008e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-338	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.772e-1																												-1.013e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-339	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.822e-1																												-1.015e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-340	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.872e-1																												-1.018e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-341	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.922e-1																												-1.019e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-342	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-2.973e-1																												-1.022e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-343	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.022e-1																												-1.022e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-344	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.073e-1																												-1.025e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-345	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.124e-1																												-1.027e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-346	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.173e-1																												-1.029e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-347	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.224e-1																												-1.034e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-348	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.275e-1																												-1.038e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-349	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.324e-1																												-1.040e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-350	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.373e-1																												-1.041e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-351	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.423e-1																												-1.046e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-352	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.473e-1																												-1.048e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-353	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.522e-1																												-1.051e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-354	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.573e-1																												-1.054e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-355	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.623e-1																												-1.053e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-356	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.672e-1																												-1.056e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-357	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.723e-1																												-1.061e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-358	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.774e-1																												-1.064e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-359	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.823e-1																												-1.064e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-360	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.874e-1																												-1.060e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-361	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.924e-1																												-1.061e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-362	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-3.974e-1																												-1.062e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-363	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.022e-1																												-1.067e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-364	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.072e-1																												-1.072e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-365	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.123e-1																												-1.073e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-366	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.172e-1																												-1.073e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-367	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.223e-1																												-1.077e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-368	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.273e-1																												-1.080e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-369	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.323e-1																												-1.081e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-370	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.373e-1																												-1.082e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-371	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.423e-1																												-1.085e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-372	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.472e-1																												-1.086e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-373	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.523e-1																												-1.085e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-374	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.573e-1																												-1.087e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-375	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.623e-1																												-1.087e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-376	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.673e-1																												-1.090e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-377	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.724e-1																												-1.090e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-378	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.773e-1																												-1.094e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-379	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.822e-1																												-1.094e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-380	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.872e-1																												-1.097e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-381	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.923e-1																												-1.099e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-382	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-4.972e-1																												-1.100e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-383	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.023e-1																												-1.101e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-384	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.073e-1																												-1.101e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-385	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.123e-1																												-1.102e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-386	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.173e-1																												-1.106e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-387	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.224e-1																												-1.105e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-388	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.273e-1																												-1.102e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-389	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.323e-1																												-1.105e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-390	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.374e-1																												-1.109e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-391	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.423e-1																												-1.110e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-392	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.472e-1																												-1.111e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-393	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.523e-1																												-1.113e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-394	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.573e-1																												-1.117e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-395	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.622e-1																												-1.119e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-396	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.673e-1																												-1.120e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-397	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.723e-1																												-1.120e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-398	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.773e-1																												-1.121e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-399	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.823e-1																												-1.120e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-400	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.874e-1																												-1.122e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-401	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.923e-1																												-1.124e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-402	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-5.974e-1																												-1.124e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-403	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.024e-1																												-1.125e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-404	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.074e-1																												-1.125e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-405	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.124e-1																												-1.127e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-406	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.175e-1																												-1.131e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-407	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.224e-1																												-1.131e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-408	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.273e-1																												-1.133e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-409	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.323e-1																												-1.134e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-410	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.373e-1																												-1.135e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-411	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.423e-1																												-1.137e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-412	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.473e-1																												-1.138e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-413	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.524e-1																												-1.139e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-414	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.573e-1																												-1.138e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-415	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.624e-1																												-1.141e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-416	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.675e-1																												-1.142e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-417	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.724e-1																												-1.143e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-418	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.775e-1																												-1.145e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-419	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.825e-1																												-1.146e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-420	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.875e-1																												-1.148e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-421	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.924e-1																												-1.149e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-422	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-6.973e-1																												-1.177e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-423	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-7.023e-1																												-1.173e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-424	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-7.073e-1																												-1.163e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-425	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-7.123e-1																												-1.157e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-426	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-7.174e-1																												-1.155e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-427	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-7.223e-1																												-1.146e-1												2019:08:15:16:37:00.00					
		IRM-VSM2-LP-HYS-216261-428	IRM-VSM2-LP-HYS-216261	AX1-1r		u	g	LP-HYS	IRM-VSM2																													300							-7.274e-1																												-1.147e-1												2019:08:15:16:37:00.00					
